movie_clip,valence,arousal,true_val,val_bin_pred,aro_bin_pred,audio_val,val_actual,aro_actual,video_val,,Music Probability,,Correct measure,Match true_val,Correct measure corresponding output,voice_ratio,voice_ratio_updated (>20%),audio_val_actual,
Wonder_051,1,0.25,high,0.66,0.3,high,0.8,0.88,high,,0.742,,audio_val,stays,high,0,0,low,
Wonder_052,0.25,0.81,low,0.53,0.88,high,0.67,0.78,high,,0.039,,video_val,discarded,high,0.65014883,0.65014883,low,
Wonder_053,0.53,0.44,high,0.58,0.33,high,0.67,0.78,high,,0.052,,video_val,stays,high,0.382995882,0.382995882,high,
Wonder_054,0.44,0.31,low,0.39,0.34,low,0.8,0.88,high,,0.015,,video_val,stays,high,0.158209844,0,low,
Wonder_055,0.75,0.38,high,0.53,0.3,high,0.8,0.88,high,,0.053,,video_val,stays,high,0.348809067,0.348809067,high,
Wonder_056,0.09,0.62,low,0.74,0.76,high,0.67,0.78,high,,0.594,,audio_val,discarded,high,0,0,low,
Wonder_057,0.69,0.38,high,0.43,0.44,low,0.67,0.78,high,,0.328,,video_val,stays,high,0.501848435,0.501848435,high,
Wonder_058,0.19,0.62,low,0.44,0.77,low,0.63,0.85,high,,0.265,,video_val,stays,high,0.226971682,0.226971682,high,
Wonder_059,0.09,0.94,low,0.34,0.65,low,0.63,0.85,high,,0.013,,video_val,stays,high,0.516975508,0.516975508,high,
Wonder_060,0.06,1,low,0.32,0.79,low,0.66,0.67,high,,0,,video_val,stays,high,0.291350821,0.291350821,high,
Wonder_061,0,1,low,0.12,0.86,low,0.67,0.78,high,,0,,video_val,stays,high,0.197956338,0,low,
Wonder_062,0.5,0.31,low,0.27,0.54,low,0.62,0.69,high,,0.495,,video_val,stays,high,0.374728852,0.374728852,high,
Wonder_063,0.88,0.44,high,0.63,0.74,high,0.8,0.78,high,,0.83,,audio_val,stays,high,0,0,low,
Wonder_064,0.28,0.56,low,0.48,0.58,low,0.62,0.69,high,,0.074,,video_val,stays,high,0.229306006,0.229306006,high,
Wonder_065,0.41,0.5,low,0.56,0.64,high,0.62,0.69,high,,0,,video_val,discarded,high,0.634542572,0.634542572,low,
Wonder_066,0.31,0.56,low,0.48,0.58,low,0.67,0.78,high,,0.074,,video_val,stays,high,0.628878669,0.628878669,high,
Wonder_067,0.41,0.25,low,0.61,0.39,high,0.55,0.72,high,,0.101,,video_val,discarded,high,0.227608714,0.227608714,low,
Wonder_068,0.88,0.38,high,0.59,0.37,high,0.7,0.72,high,,0.882,,audio_val,stays,high,0,0,low,
Wonder_069,0.31,0.56,low,0.47,0.7,low,0.67,0.78,high,,0.631,,audio_val,stays,low,0,0,low,
Wonder_070,0.22,0.44,low,0.42,0.55,low,0.67,0.78,high,,0.038,,video_val,stays,high,0.704755439,0.704755439,high,
Wonder_071,0.59,0.38,high,0.25,0.38,low,0.7,0.74,high,,0.12,,video_val,stays,high,0.159724647,0,low,
Wonder_072,0.34,0.81,low,0.24,0.56,low,0.7,0.72,high,,0.057,,video_val,stays,high,0.619519038,0.619519038,high,
Wonder_073,0.72,0.5,high,0.4,0.48,low,0.67,0.78,high,,0.025,,video_val,stays,high,0.488167793,0.488167793,high,
Wonder_074,0.88,0.44,high,0.41,0.38,low,0.8,0.78,high,,0,,video_val,stays,high,0.322585749,0.322585749,high,
Wonder_075,0.62,0.38,high,0.27,0.26,low,0.8,0.88,high,,0,,video_val,stays,high,0.378121722,0.378121722,high,
Wonder_076,0.38,0.5,low,0.62,0.58,high,0.8,0.88,high,,0.079,,video_val,discarded,high,0.475895288,0.475895288,low,
Wonder_077,0.69,0.56,high,0.46,0.49,low,0.62,0.69,high,,0.15,,video_val,stays,high,0.568713585,0.568713585,high,
Wonder_078,0.75,0.38,high,0.3,0.28,low,0.7,0.72,high,,0.729,,audio_val,stays,low,0,0,low,
Wonder_079,0.53,0.5,high,0.45,0.2,low,0.67,0.78,high,,0.79,,audio_val,stays,low,0,0,low,
Wonder_080,0.81,0.5,high,0.56,0.5,high,0.62,0.69,high,,0.847,,audio_val,stays,high,0,0,low,
Wonder_081,0.69,0.44,high,0.85,0.6,high,0.63,0.85,high,,0.318,,video_val,stays,high,0.751867288,0.751867288,high,
Wonder_082,0.84,0.44,high,0.43,0.59,low,0.67,0.78,high,,0.674,,audio_val,stays,low,0,0,low,
Wonder_083,0.47,0.25,low,0.5,0.39,low,0.67,0.78,high,,0,,video_val,stays,high,0.530847434,0.530847434,high,
Wonder_084,0.78,0.44,high,0.22,0.24,low,0.8,0.88,high,,0.488,,video_val,stays,high,0.265098819,0.265098819,high,
Wonder_085,0.78,0.44,high,0.6,0.54,high,0.67,0.78,high,,0.038,,video_val,stays,high,0.528799019,0.528799019,high,
Wonder_086,0.28,0.38,low,0.47,0.47,low,0.55,0.72,high,,0.014,,video_val,stays,high,0.40635947,0.40635947,high,
Wonder_087,0.81,0.44,high,0.83,0.6,high,0.8,0.88,high,,0.741,,audio_val,stays,high,0,0,low,
Wonder_088,0.34,0.38,low,0.37,0.27,low,0.67,0.78,high,,0.775,,audio_val,stays,low,0,0,low,
Wonder_089,0.97,0.81,high,0.55,0.75,high,0.8,0.78,high,,0.205,,video_val,stays,high,0.139562868,0,low,
Wonder_090,0.28,0.44,low,0.88,0.78,high,0.7,0.72,high,,0.809,,audio_val,discarded,high,0,0,low,
Wonder_091,0.91,1,high,0.46,0.7,low,0.8,0.78,high,,0.079,,video_val,stays,high,0.449111489,0.449111489,high,
Wonder_092,0.81,0.31,high,0.55,0.78,high,0.67,0.78,high,,0.813,,audio_val,stays,high,0,0,low,
Wonder_093,0.56,0.44,high,1.01,0.85,high,0.8,0.78,high,,0.072,,video_val,stays,high,0.780791764,0.780791764,high,
Wonder_094,0.28,0.5,low,0.36,0.77,low,0.7,0.74,high,,0.146,,video_val,stays,high,0.808683799,0.808683799,high,
Wonder_095,0.25,0.5,low,0.29,0.46,low,0.8,0.88,high,,0.144,,video_val,stays,high,0.497077754,0.497077754,high,
Wonder_096,0.28,0.5,low,0.5,0.4,low,0.67,0.78,high,,0.042,,video_val,stays,high,0.271647198,0.271647198,high,
Wonder_097,0.06,1,low,0.44,0.8,low,0.73,0.69,high,,0.115,,video_val,stays,high,0.41248728,0.41248728,high,
Wonder_098,0.03,0.56,low,0.27,0.28,low,0.67,0.78,high,,0.839,,audio_val,stays,low,0,0,low,
Wonder_099,0.06,0.94,low,0.11,0.91,low,0.62,0.69,high,,0.106,,video_val,stays,high,0.766382289,0.766382289,high,
Wonder_100,0.06,0.75,low,0.26,0.54,low,0.67,0.78,high,,0.022,,video_val,stays,high,0.456426915,0.456426915,high,
Wonder_101,0.34,0.38,low,0.58,0.47,high,0.62,0.69,high,,0.208,,video_val,discarded,high,0.534629561,0.534629561,low,
Wonder_102,0.31,0.38,low,0.49,0.41,low,0.62,0.69,high,,0.241,,video_val,stays,high,0.454401003,0.454401003,high,
Wonder_103,0.22,0.44,low,0.33,0.45,low,0.67,0.78,high,,0.09,,video_val,stays,high,0.670499599,0.670499599,high,
Wonder_104,0.09,0.81,low,0.21,0.79,low,0.62,0.69,high,,0.034,,video_val,stays,high,0.379842355,0.379842355,high,
Wonder_105,0.09,0.69,low,0.09,0.71,low,0.67,0.78,high,,0,,video_val,stays,high,0.408291062,0.408291062,high,
Wonder_106,0.09,0.31,low,0.64,0.5,high,0.8,0.88,high,,0.064,,video_val,discarded,high,0.111515537,0,low,
Wonder_107,0.22,0.12,low,0.28,0.21,low,0.67,0.78,high,,0.554,,audio_val,stays,low,0,0,low,
Wonder_108,0.66,0.19,high,0.39,0.27,low,0.67,0.78,high,,0,,video_val,stays,high,0.147635078,0,low,
Wonder_109,0.22,0.25,low,0.49,0.48,low,0.7,0.74,high,,0.029,,video_val,stays,high,0.011689005,0,low,
Wonder_110,0.16,0.38,low,0.23,0.24,low,0.62,0.69,high,,0.83,,audio_val,stays,low,0,0,low,
Wonder_111,0.91,0.31,high,0.43,0.42,low,0.8,0.78,high,,0.756,,audio_val,stays,low,0,0,low,
Wonder_112,0.66,0.44,high,0.67,0.53,high,0.7,0.74,high,,0.131,,video_val,stays,high,0.522198897,0.522198897,high,
Wonder_113,0.56,0.44,high,0.56,0.49,high,0.62,0.69,high,,0,,video_val,stays,high,0.522705993,0.522705993,high,
Wonder_114,0.66,0.44,high,0.71,0.45,high,0.67,0.78,high,,0.093,,video_val,stays,high,0.373526145,0.373526145,high,
Wonder_115,0.69,0.81,high,0.64,0.7,high,0.8,0.88,high,,0.078,,video_val,stays,high,0.717169313,0.717169313,high,
Wonder_116,0.56,0.38,high,0.48,0.55,low,0.7,0.74,high,,0,,video_val,stays,high,0.607023288,0.607023288,high,
Wonder_117,0.75,0.44,high,0.47,0.56,low,0.62,0.69,high,,0.29,,video_val,stays,high,0.541552324,0.541552324,high,
Wonder_118,0.5,0.5,low,0.33,0.5,low,0.67,0.78,high,,0.378,,video_val,stays,high,0.369949433,0.369949433,high,
Wonder_119,0.59,0.56,high,0.37,0.36,low,0.62,0.69,high,,0.527,,audio_val,stays,low,0,0,low,
Wonder_120,0.94,0.19,high,0.58,0.48,high,0.7,0.74,high,,0.711,,audio_val,stays,high,0,0,low,
Wonder_121,0.94,0.69,high,0.76,0.69,high,0.8,0.78,high,,0.825,,audio_val,stays,high,0,0,low,
Wonder_122,0.91,0.62,high,0.59,0.61,high,0.8,0.78,high,,0.618,,audio_val,stays,high,0,0,low,
Wonder_123,0.97,0.75,high,0.69,0.79,high,0.67,0.78,high,,0.371,,video_val,stays,high,0.879161599,0.879161599,high,
Wonder_124,0.91,0.62,high,0.7,0.73,high,0.67,0.68,high,,0.113,,video_val,stays,high,0.809661535,0.809661535,high,
Wonder_125,0.72,0.62,high,0.42,0.64,low,0.67,0.78,high,,0.029,,video_val,stays,high,0.141906049,0,low,
Wonder_126,0.84,0.56,high,0.5,0.75,low,0.67,0.78,high,,0.681,,audio_val,stays,low,0,0,low,
Wonder_127,0.88,0.62,high,0.72,0.81,high,0.68,0.79,high,,0.518,,audio_val,stays,high,0,0,low,
Wonder_128,0.97,0.88,high,0.54,0.58,high,0.8,0.78,high,,0.369,,video_val,stays,high,0.329247495,0.329247495,high,
Wonder_129,0.91,0.62,high,0.76,0.83,high,0.7,0.74,high,,0.527,,audio_val,stays,high,0,0,low,
Wonder_130,0.84,0.31,high,0.55,0.65,high,0.67,0.78,high,,0.498,,video_val,stays,high,0.051762402,0,low,
Wonder_131,0.91,0.88,high,0.54,0.7,high,0.8,0.78,high,,0.354,,video_val,stays,high,0.011835986,0,low,
Wonder_132,0.78,0.5,high,0.73,0.51,high,0.8,0.88,high,,0.148,,video_val,stays,high,0.350911533,0.350911533,high,
Wonder_133,0.88,1,high,0.32,0.85,low,0.67,0.78,high,,0.066,,video_val,stays,high,0.30327126,0.30327126,high,
Wonder_134,0.94,0.81,high,0.74,0.69,high,0.62,0.69,high,,0.151,,video_val,stays,high,0.54985297,0.54985297,high,
Wonder_135,0.59,0.44,high,0.74,0.76,high,0.67,0.78,high,,0.861,,audio_val,stays,high,0,0,low,
Wonder_136,0.72,0.56,high,0.68,0.7,high,0.8,0.88,high,,0.062,,video_val,stays,high,0.355714403,0.355714403,high,
Wonder_137,0.59,0.5,high,0.47,0.45,low,0.67,0.78,high,,0,,video_val,stays,high,0.465264228,0.465264228,high,
Wonder_138,0.16,0.56,low,0.44,0.88,low,0.62,0.69,high,,0,,video_val,stays,high,0.655411459,0.655411459,high,
Wonder_139,0.09,1,low,0.38,0.82,low,0.67,0.78,high,,0.016,,video_val,stays,high,0.419767893,0.419767893,high,
Wonder_140,0.09,1,low,0.55,0.93,high,0.67,0.78,high,,0.282,,video_val,discarded,high,0.273887896,0.273887896,low,
Wonder_141,0.25,0.94,low,0.53,0.66,high,0.67,0.78,high,,0.718,,audio_val,discarded,high,0,0,low,
Wonder_142,0.62,0.75,high,0.79,0.77,high,0.8,0.88,high,,0.574,,audio_val,stays,high,0,0,low,
Wonder_143,0.81,0.5,high,0.87,0.74,high,0.8,0.88,high,,0.03,,video_val,stays,high,0.648923442,0.648923442,high,
Wonder_144,0.91,0.5,high,0.8,0.62,high,0.7,0.74,high,,0.497,,video_val,stays,high,0.187224979,0,low,
Wonder_145,0.94,0.19,high,0.46,0.49,low,0.8,0.78,high,,0.884,,audio_val,stays,low,0,0,low,
Wonder_146,0.66,0.5,high,0.48,0.78,low,0.63,0.85,high,,0.236,,video_val,stays,high,0.543757776,0.543757776,high,
Wonder_147,0.75,0.56,high,0.65,0.64,high,0.7,0.74,high,,0.221,,video_val,stays,high,0.551527745,0.551527745,high,
Wonder_148,0.88,0.44,high,0.41,0.55,low,0.8,0.88,high,,0.069,,video_val,stays,high,0.604078433,0.604078433,high,
Wonder_149,0.69,0.38,high,0.39,0.25,low,0.8,0.88,high,,0.386,,video_val,stays,high,0.306707048,0.306707048,high,
Wonder_150,0.56,0.69,high,0.47,0.6,low,0.7,0.74,high,,0.179,,video_val,stays,high,0.433149651,0.433149651,high,
Wonder_151,0.94,0.31,high,0.22,0.6,low,0.62,0.69,high,,0.615,,audio_val,stays,low,0,0,low,
Wonder_152,1,0.12,high,0.53,0.54,high,0.67,0.78,high,,0.823,,audio_val,stays,high,0,0,low,
Wonder_153,1,0.88,high,0.59,0.75,high,0.7,0.72,high,,0.053,,video_val,stays,high,0.011222401,0,low,
Wonder_154,0.97,0.81,high,0.62,0.78,high,0.68,0.79,high,,0.479,,video_val,stays,high,0.01256358,0,low,
,,,,,,,,,,,,,,,,,,Total high = 403,
